20 - 24;1,941
18 - 19;1,943
55 - 59;1,925
25 - 29;1,952
45 - 49;1,875
30 - 34;1,948
70 - 74;1,920
35 - 39;1,952
50 - 54;1,919
60 - 64;1,878
40 - 44;1,947
65 - 69;1,916
80 - 84;1,984
