18 - 19;1,968
20 - 24;1,961
25 - 29;1,965
30 - 34;1,939
35 - 39;1,962
40 - 44;1,977
45 - 49;1,93
50 - 54;1,941
55 - 59;1,992
60 - 64;1,884
65 - 69;1,963
70 - 74;1,915
80 - 84;1,968
