18 - 19;1,951
20 - 24;1,951
25 - 29;1,952
30 - 34;1,961
35 - 39;1,96
40 - 44;1,964
45 - 49;1,9
50 - 54;1,944
55 - 59;1,943
60 - 64;1,947
65 - 69;1,95
70 - 74;1,938
