18 - 19;1,943
20 - 24;1,941
25 - 29;1,952
30 - 34;1,948
35 - 39;1,952
40 - 44;1,947
45 - 49;1,875
50 - 54;1,919
55 - 59;1,925
60 - 64;1,878
65 - 69;1,916
70 - 74;1,92
80 - 84;1,984
