20 - 24;1,951
18 - 19;1,951
55 - 59;1,943
25 - 29;1,952
45 - 49;1,900
30 - 34;1,961
70 - 74;1,938
35 - 39;1,960
50 - 54;1,944
60 - 64;1,947
40 - 44;1,964
65 - 69;1,950
