20 - 24;1,956
25 - 29;1,948
30 - 34;1,954
18 - 19;1,959
45 - 49;1,896
50 - 54;1,908
40 - 44;1,934
55 - 59;1,928
75 - 79;1,898
35 - 39;1,954
65 - 69;1,909
60 - 64;1,929
85 - 92;1,909
70 - 74;1,918
80 - 84;1,991
