18 - 19;1,858427708;1,854822972
20 - 24;1,850972211;1,851705396
25 - 29;1,851015946;1,796154303
30 - 34;1,846263208;1,785999871
35 - 39;1,902993279;1,9032995
40 - 44;1,854338106;1,723403397
45 - 49;1,900322298;1,888828129
50 - 54;1,892069249;1,913443791
55 - 59;1,864143248;1,892584336
60 - 64;1,871705479;1,909627913
65 - 69;1,848720072;1,714211943
70 - 74;1,851450786;1,915020829
