18 - 19;1,858211012;1,863294323
20 - 24;1,857037252;1,860567451
25 - 29;1,851897202;1,796781331
30 - 34;1,860163849;1,798014242
35 - 39;1,911082716;1,907669104
40 - 44;1,851887953;1,722247878
45 - 49;1,88706466;1,878043858
50 - 54;1,896511051;1,917413181
55 - 59;1,8840873;1,899649123
60 - 64;1,886034053;1,924910072
65 - 69;1,860645306;1,740726818
70 - 74;1,867397437;1,919483194
