18 - 19;1,921
20 - 24;1,928
25 - 29;1,94
30 - 34;1,931
35 - 39;1,922
40 - 44;1,928
45 - 49;1,826
50 - 54;1,882
55 - 59;1,87
60 - 64;1,809
65 - 69;1,858
70 - 74;1,866
80 - 84;1,986
