20 - 24;291
45 - 49;25
30 - 34;50
25 - 29;130
18 - 19;34
60 - 64;12
50 - 54;23
40 - 44;24
35 - 39;16
55 - 59;8
75 - 79;7
65 - 69;13
85 - 92;6
70 - 74;6
80 - 84;9
