18 - 19;1,683
20 - 24;1,68
25 - 29;1,68
30 - 34;1,679
35 - 39;1,674
40 - 44;1,675
45 - 49;1,672
50 - 54;1,68
55 - 59;1,672
60 - 64;1,652
65 - 69;1,675
70 - 74;1,667
75 - 79;1,694
80 - 84;1,682
85 - 92;1,683
