18 - 19;1,956
20 - 24;1,948
25 - 29;1,939
30 - 34;1,943
35 - 39;1,935
40 - 44;1,905
45 - 49;1,872
50 - 54;1,869
55 - 59;1,866
60 - 64;1,9
65 - 69;1,848
70 - 74;1,877
75 - 79;1,867
80 - 84;1,981
85 - 92;1,875
