18 - 19;1,684
20 - 24;1,678
25 - 29;1,673
30 - 34;1,675
35 - 39;1,671
40 - 44;1,675
45 - 49;1,674
50 - 54;1,673
55 - 59;1,672
60 - 64;1,654
65 - 69;1,671
70 - 74;1,668
75 - 79;1,694
80 - 84;1,675
85 - 92;1,683
