18 - 19;1,819
20 - 24;1,811
25 - 29;1,805
30 - 34;1,81
35 - 39;1,807
40 - 44;1,811
45 - 49;1,812
50 - 54;1,808
55 - 59;1,809
60 - 64;1,8
65 - 69;1,803
70 - 74;1,808
80 - 84;1,799
