id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1;k2;b2;D2;p-value linear 2;R_score2;AIC_linear2;kef x^2 (2);kef x (2);kef 1 (2);p-value quadr 2;R_score quadr 2;AIC_quadr2;k3;b3;D3;p-value linear 3;R_score3;AIC_linear3;kef x^2 (3);kef x (3);kef 1 (3);p-value quadr 3;R_score quadr 3;AIC_quadr3;k4;b4;D4;p-value linear 4;R_score4;AIC_linear4;kef x^2 (4);kef x (4);kef 1 (4);p-value quadr 4;R_score quadr 4;AIC_quadr4;;Average linear R_score;Average quadr R_score;AIC linear;AIC quadrio
66;-1,806;14,038;1,806;0;0,991;102,376;-0,044;-1,104;11,901;0;0,998;24,148;-1,806;14,044;1,806;0;0,991;102,107;-0,044;-1,104;11,907;0;0,998;22,71;-1,806;14,036;1,806;0;0,991;102,035;-0,044;-1,105;11,902;0;0,998;23,042;-1,806;14,024;1,806;0;0,991;102,136;-0,044;-1,106;11,895;0;0,998;24,384;;0,991;0,998;102,1635;23,571
67;-1,818;13,856;1,818;0;0,992;99,405;-0,042;-1,142;11,798;0;0,998;23,886;-1,818;13,842;1,818;0;0,992;98,972;-0,042;-1,146;11,797;0;0,998;24,18;-1,819;13,842;1,819;0;0,992;99,145;-0,042;-1,144;11,79;0;0,998;23,674;-1,818;13,845;1,818;0;0,992;99,188;-0,042;-1,143;11,79;0;0,998;23,596;;0,992;0,998;99,1775;23,834
68;-1,815;14,243;1,815;0;0,992;97,884;-0,042;-1,14;12,189;0;0,999;16,762;-1,818;14,241;1,818;0;0,992;99,394;-0,043;-1,13;12,148;0;0,999;16,732;-1,816;14,218;1,816;0;0,992;99,35;-0,043;-1,133;12,14;0;0,998;19,651;-1,812;14,207;1,812;0;0,991;99,724;-0,043;-1,127;12,122;0;0,998;20,206;;0,99175;0,9985;99,088;18,33775
69;-1,787;13,826;1,787;0;0,989;108,794;-0,048;-1,025;11,505;0;0,998;23,435;-1,788;13,859;1,788;0;0,989;109,091;-0,048;-1,023;11,533;0;0,998;24,175;-1,789;13,869;1,789;0;0,989;109,293;-0,048;-1,022;11,535;0;0,998;23,841;-1,791;13,875;1,791;0;0,989;109,898;-0,048;-1,022;11,534;0;0,998;26,028;;0,989;0,998;109,269;24,36975
70;-1,825;13,982;1,825;0;0,991;100,426;-0,042;-1,153;11,938;0;0,998;31,045;-1,816;14,002;1,816;0;0,991;101,729;-0,043;-1,128;11,906;0;0,998;28,51;-1,815;13,992;1,815;0;0,991;102,046;-0,043;-1,124;11,889;0;0,998;28,751;-1,822;13,954;1,822;0;0,991;101,708;-0,043;-1,139;11,877;0;0,998;31,547;;0,991;0,998;101,47725;29,96325
71;-1,85;14,269;1,85;0;0,993;88,857;-0,035;-1,289;12,561;0;0,998;35,037;-1,853;14,308;1,853;0;0,994;87,822;-0,036;-1,281;12,566;0;0,998;26,922;-1,852;14,301;1,852;0;0,994;87,526;-0,036;-1,281;12,563;0;0,998;26,449;-1,848;14,233;1,848;0;0,993;89,702;-0,036;-1,267;12,463;0;0,998;29,685;;0,9935;0,998;88,47675;29,52325
72;-1,802;13,932;1,802;0;0,991;103,163;-0,044;-1,102;11,801;0;0,998;29,241;-1,8;13,953;1,8;0;0,991;103,905;-0,045;-1,089;11,787;0;0,998;26,755;-1,8;13,971;1,8;0;0,99;104,454;-0,045;-1,078;11,776;0;0,998;23,98;-1,8;13,965;1,8;0;0,99;104,387;-0,045;-1,08;11,773;0;0,998;24,347;;0,9905;0,998;103,97725;26,08075
73;-1,81;13,932;1,81;0;0,99;106,614;-0,046;-1,07;11,68;0;0,998;24,82;-1,806;13,919;1,806;0;0,99;105,408;-0,045;-1,081;11,714;0;0,998;27,236;-1,8;13,886;1,8;0;0,991;103,841;-0,044;-1,104;11,769;0;0,998;34,86;-1,802;13,899;1,802;0;0,99;104,616;-0,044;-1,093;11,74;0;0,998;31,505;;0,99025;0,998;105,11975;29,60525
74;-1,826;12,689;1,826;0;0,993;92,422;-0,04;-1,193;10,762;0;0,999;14,262;-1,827;12,685;1,827;0;0,993;90,749;-0,039;-1,209;10,805;0;0,999;15,412;-1,828;12,693;1,828;0;0,993;90,554;-0,039;-1,21;10,812;0;0,999;14,149;-1,825;12,676;1,825;0;0,993;91,351;-0,039;-1,201;10,778;0;0,999;14,802;;0,993;0,999;91,269;14,65625
75;-1,768;13,999;1,768;0;0,989;107,616;-0,048;-1,003;11,67;0;0,999;13,778;-1,771;14,001;1,771;0;0,989;108,402;-0,048;-1,002;11,662;0;0,998;16,857;-1,775;14,001;1,775;0;0,989;109,968;-0,049;-0,99;11,613;0;0,999;15,778;-1,777;14,007;1,777;0;0,989;110,611;-0,05;-0,983;11,59;0;0,999;12,768;;0,989;0,99875;109,14925;14,79525
76;-1,813;13,839;1,813;0;0,991;103,299;-0,043;-1,128;11,753;0;0,998;37,087;-1,814;13,875;1,814;0;0,991;104,098;-0,043;-1,122;11,769;0;0,998;37,462;-1,816;13,903;1,816;0;0,991;104,885;-0,043;-1,127;11,804;0;0,998;41,607;-1,814;13,894;1,814;0;0,991;104,362;-0,042;-1,136;11,828;0;0,997;43,968;;0,991;0,99775;104,161;40,031
77;-1,832;14,002;1,832;0;0,993;91,609;-0,039;-1,206;12,099;0;0,999;14,862;-1,833;13,985;1,833;0;0,993;91,972;-0,039;-1,204;12,071;0;0,999;14,642;-1,834;13,995;1,834;0;0,993;92,217;-0,039;-1,206;12,085;0;0,999;16,662;-1,832;13,998;1,832;0;0,993;92,02;-0,039;-1,208;12,099;0;0,999;17,87;;0,993;0,999;91,9545;16,009
78;-1,85;13,802;1,85;0;0,993;94,314;-0,039;-1,235;11,929;0;0,998;32,062;-1,85;13,807;1,85;0;0,992;95,779;-0,038;-1,235;11,936;0;0,998;37,751;-1,848;13,804;1,848;0;0,993;94,88;-0,038;-1,234;11,937;0;0,998;35,061;-1,847;13,793;1,847;0;0,993;93,722;-0,038;-1,237;11,938;0;0,998;32,405;;0,99275;0,998;94,67375;34,31975
79;-1,791;13,944;1,791;0;0,99;104,168;-0,045;-1,066;11,738;0;0,998;20,232;-1,786;13,952;1,786;0;0,99;105,029;-0,046;-1,053;11,719;0;0,998;19,555;-1,789;13,966;1,789;0;0,99;105,986;-0,047;-1,046;11,705;0;0,998;19,103;-1,789;13,954;1,789;0;0,99;105,309;-0,046;-1,054;11,718;0;0,998;20,531;;0,99;0,998;105,123;19,85525
80;-1,83;13,681;1,83;0;0,992;99,333;-0,042;-1,164;11,653;0;0,998;28,85;-1,827;13,667;1,827;0;0,992;99,156;-0,041;-1,167;11,657;0;0,998;31,03;-1,824;13,653;1,824;0;0,992;99,099;-0,041;-1,165;11,646;0;0,998;31,293;-1,824;13,64;1,824;0;0,992;98,595;-0,041;-1,166;11,635;0;0,998;29,429;;0,992;0,998;99,04575;30,1505
81;-1,815;14,09;1,815;0;0,992;97,383;-0,042;-1,141;12,038;0;0,999;14,235;-1,818;14,103;1,818;0;0,992;98,9;-0,043;-1,131;12,012;0;0,999;14,215;-1,816;14,094;1,816;0;0,992;98,208;-0,043;-1,137;12,027;0;0,999;15,587;-1,811;14,107;1,811;0;0,992;98,093;-0,042;-1,135;12,048;0;0,999;16,841;;0,992;0,999;98,146;15,2195
82;-1,803;13,924;1,803;0;0,99;104,522;-0,045;-1,089;11,75;0;0,998;28,582;-1,803;13,923;1,803;0;0,99;105,087;-0,045;-1,085;11,736;0;0,998;29,003;-1,805;13,936;1,805;0;0,99;105,09;-0,045;-1,088;11,754;0;0,998;29,947;-1,803;13,918;1,803;0;0,99;104,704;-0,045;-1,09;11,751;0;0,998;30,547;;0,99;0,998;104,85075;29,51975
83;-1,833;13,83;1,833;0;0,992;96,269;-0,04;-1,2;11,904;0;0,998;31,918;-1,831;13,793;1,831;0;0,992;96,982;-0,04;-1,19;11,842;0;0,998;31,025;-1,829;13,749;1,829;0;0,992;98,362;-0,04;-1,193;11,814;0;0,998;38,674;-1,826;13,72;1,826;0;0,991;100,959;-0,039;-1,197;11,806;0;0,997;49,635;;0,99175;0,99775;98,143;37,813
84;-1,823;13,832;1,823;0;0,992;99,783;-0,042;-1,151;11,785;0;0,998;27,809;-1,823;13,812;1,823;0;0,991;100,841;-0,042;-1,154;11,778;0;0,998;34,359;-1,823;13,793;1,823;0;0,991;100,268;-0,042;-1,159;11,772;0;0,998;34,001;-1,823;13,794;1,823;0;0,992;99,802;-0,042;-1,158;11,772;0;0,998;31,821;;0,9915;0,998;100,1735;31,9975
85;-1,79;14,322;1,79;0;0,991;103,283;-0,045;-1,067;12,119;0;0,999;15,421;-1,786;14,258;1,786;0;0,99;104,931;-0,046;-1,047;12,008;0;0,999;14,676;-1,787;14,244;1,787;0;0,99;104,644;-0,046;-1,051;12,004;0;0,999;15,249;-1,788;14,245;1,788;0;0,99;104,886;-0,046;-1,052;12,002;0;0,999;16,363;;0,99025;0,999;104,436;15,42725
86;-1,803;13,928;1,803;0;0,99;105,03;-0,045;-1,086;11,747;0;0,998;29,686;-1,802;13,912;1,802;0;0,99;105,851;-0,045;-1,08;11,715;0;0,998;30,964;-1,802;13,9;1,802;0;0,99;105,783;-0,045;-1,079;11,698;0;0,998;29,865;-1,803;13,889;1,803;0;0,99;105,661;-0,045;-1,081;11,691;0;0,998;29,905;;0,99;0,998;105,58125;30,105
87;-1,813;14,349;1,813;0;0,992;96,006;-0,041;-1,158;12,356;0;0,998;19,191;-1,816;14,366;1,816;0;0,992;96,655;-0,041;-1,154;12,352;0;0,998;18,375;-1,817;14,349;1,817;0;0,992;96,624;-0,041;-1,16;12,35;0;0,998;21,299;-1,819;14,35;1,819;0;0,992;96,934;-0,041;-1,159;12,341;0;0,998;20,848;;0,992;0,998;96,55475;19,92825
88;-1,793;14,147;1,793;0;0,99;105,527;-0,046;-1,057;11,907;0;0,998;20,89;-1,79;14,152;1,79;0;0,99;105,625;-0,046;-1,048;11,894;0;0,998;17,451;-1,784;14,146;1,784;0;0,99;105,89;-0,046;-1,048;11,905;0;0,998;22,877;-1,787;14,147;1,787;0;0,99;105,231;-0,046;-1,054;11,916;0;0,998;21,31;;0,99;0,998;105,56825;20,632
89;-1,814;14,173;1,814;0;0,991;100,486;-0,043;-1,126;12,08;0;0,998;22,801;-1,812;14,162;1,812;0;0,991;100,328;-0,043;-1,126;12,075;0;0,998;23,092;-1,81;14,155;1,81;0;0,991;99,932;-0,043;-1,128;12,081;0;0,998;23,511;-1,811;14,165;1,811;0;0,991;99,956;-0,043;-1,125;12,08;0;0,998;21,576;;0,991;0,998;100,1755;22,745
90;-1,826;13,939;1,826;0;0,993;94,009;-0,04;-1,19;12,003;0;0,998;20,39;-1,827;13,936;1,827;0;0,993;94,05;-0,04;-1,192;12,005;0;0,998;21,655;-1,826;13,93;1,826;0;0,993;94,087;-0,04;-1,192;11,998;0;0,998;21,565;-1,829;13,925;1,829;0;0,993;94,231;-0,04;-1,19;11,98;0;0,998;19,796;;0,993;0,998;94,09425;20,8515
91;-1,83;13,943;1,83;0;0,992;96,853;-0,038;-1,226;12,105;0;0,997;45,053;-1,83;13,941;1,83;0;0,992;95,48;-0,038;-1,222;12,093;0;0,998;39,512;-1,831;13,939;1,831;0;0,992;96,396;-0,039;-1,214;12,061;0;0,998;38,898;-1,838;13,975;1,838;0;0,992;99,222;-0,041;-1,188;11,998;0;0,998;36,232;;0,992;0,99775;96,98775;39,92375
93;-1,807;13,941;1,807;0;0,991;101,115;-0,043;-1,114;11,831;0;0,998;22,765;-1,806;13,949;1,806;0;0,991;101,151;-0,043;-1,112;11,837;0;0,998;22,482;-1,808;13,967;1,808;0;0,991;101,397;-0,044;-1,11;11,845;0;0,998;21,754;-1,808;13,977;1,808;0;0,991;101,055;-0,043;-1,116;11,871;0;0,998;23,319;;0,991;0,998;101,1795;22,58
94;-1,847;13,855;1,847;0;0,993;89,942;-0,037;-1,251;12,041;0;0,998;23,813;-1,847;13,861;1,847;0;0,993;89,884;-0,037;-1,25;12,042;0;0,998;22,885;-1,847;13,871;1,847;0;0,993;90,964;-0,038;-1,243;12,036;0;0,998;24,564;-1,846;13,873;1,846;0;0,993;90,947;-0,038;-1,246;12,048;0;0,998;26,064;;0,993;0,998;90,43425;24,3315
95;-1,784;13,844;1,784;0;0,99;107,086;-0,047;-1,039;11,577;0;0,998;24,54;-1,783;13,85;1,783;0;0,99;107,273;-0,047;-1,034;11,569;0;0,998;22,778;-1,784;13,85;1,784;0;0,99;107,866;-0,047;-1,028;11,55;0;0,998;22,279;-1,784;13,846;1,784;0;0,99;107,827;-0,047;-1,027;11,542;0;0,998;21,177;;0,99;0,998;107,513;22,6935
96;-1,8;13,863;1,8;0;0,99;108,723;-0,048;-1,038;11,545;0;0,998;23,549;-1,797;13,879;1,797;0;0,99;108,558;-0,048;-1,035;11,561;0;0,998;22,571;-1,792;13,816;1,792;0;0,99;108,484;-0,047;-1,042;11,533;0;0,998;29,339;-1,793;13,82;1,793;0;0,989;109,083;-0,047;-1,045;11,544;0;0,998;33,752;;0,98975;0,998;108,712;27,30275
97;-1,831;14,133;1,831;0;0,992;97,558;-0,041;-1,179;12,148;0;0,998;28,049;-1,827;14,096;1,827;0;0,992;98,548;-0,042;-1,163;12,075;0;0,998;26,598;-1,823;14,086;1,823;0;0,992;99,122;-0,042;-1,153;12,044;0;0,998;25,549;-1,821;14,07;1,821;0;0,992;98,386;-0,041;-1,16;12,059;0;0,998;27,403;;0,992;0,998;98,4035;26,89975
99;-1,816;13,857;1,816;0;0,992;98,994;-0,042;-1,142;11,805;0;0,998;23,15;-1,814;13,847;1,814;0;0,992;98,227;-0,042;-1,145;11,809;0;0,998;21,85;-1,815;13,85;1,815;0;0,992;98,628;-0,042;-1,14;11,795;0;0,998;20,58;-1,815;13,857;1,815;0;0,992;98,799;-0,042;-1,137;11,793;0;0,998;19,649;;0,992;0,998;98,662;21,30725
100;-1,783;13,998;1,783;0;0,99;106,221;-0,047;-1,03;11,706;0;0,999;13,224;-1,784;13,987;1,784;0;0,99;106,064;-0,047;-1,033;11,704;0;0,999;14,323;-1,787;13,97;1,787;0;0,99;106,691;-0,047;-1,034;11,678;0;0,999;16,523;-1,784;13,984;1,784;0;0,99;106,354;-0,047;-1,035;11,704;0;0,998;17,262;;0,99;0,99875;106,3325;15,333
101;-1,811;14,016;1,811;0;0,991;100,178;-0,043;-1,125;11,929;0;0,998;22,477;-1,814;14,029;1,814;0;0,991;101,571;-0,044;-1,107;11,88;0;0,999;17,062;-1,813;14,022;1,813;0;0,991;102,341;-0,044;-1,106;11,871;0;0,998;21,243;-1,81;14,003;1,81;0;0,991;100,463;-0,043;-1,12;11,904;0;0,998;21,436;;0,991;0,99825;101,13825;20,5545
102;-1,825;13,892;1,825;0;0,992;97,98;-0,041;-1,163;11,877;0;0,998;24,93;-1,823;13,876;1,823;0;0,992;97,9;-0,041;-1,161;11,86;0;0,998;24,181;-1,822;13,878;1,822;0;0,992;97,941;-0,041;-1,161;11,865;0;0,998;24,932;-1,824;13,891;1,824;0;0,992;98,004;-0,041;-1,161;11,874;0;0,998;24,74;;0,992;0,998;97,95625;24,69575
103;-1,807;13,963;1,807;0;0,991;99,179;-0,043;-1,124;11,883;0;0,998;18,451;-1,805;13,971;1,805;0;0,991;99,082;-0,043;-1,123;11,897;0;0,998;19,083;-1,808;13,958;1,808;0;0,992;99,007;-0,042;-1,133;11,905;0;0,998;22,883;-1,811;13,95;1,811;0;0,992;98,969;-0,042;-1,135;11,893;0;0,998;21,83;;0,9915;0,998;99,05925;20,56175
104;-1,792;13,796;1,792;0;0,99;104,395;-0,046;-1,059;11,568;0;0,999;16,574;-1,794;13,838;1,794;0;0,99;105,609;-0,047;-1,047;11,567;0;0,999;14,265;-1,791;13,837;1,791;0;0,99;105,091;-0,046;-1,051;11,586;0;0,999;15,537;-1,79;13,836;1,79;0;0,99;104,876;-0,046;-1,052;11,589;0;0,999;15,329;;0,99;0,999;104,99275;15,42625
105;-1,832;13,95;1,832;0;0,992;96,513;-0,04;-1,19;11,995;0;0,998;28,485;-1,832;13,934;1,832;0;0,992;96,806;-0,041;-1,182;11,959;0;0,998;26,301;-1,832;13,921;1,832;0;0,992;96,931;-0,041;-1,183;11,948;0;0,998;27,305;-1,832;13,908;1,832;0;0,992;96,898;-0,04;-1,186;11,941;0;0,998;28,066;;0,992;0,998;96,787;27,53925
106;-1,81;13,929;1,81;0;0,991;99,794;-0,043;-1,128;11,851;0;0,998;22,066;-1,81;13,937;1,81;0;0,991;99,565;-0,043;-1,12;11,839;0;0,999;16,596;-1,806;13,924;1,806;0;0,992;98,841;-0,043;-1,126;11,854;0;0,998;18,546;-1,804;13,914;1,804;0;0,992;98,268;-0,043;-1,124;11,845;0;0,999;15,484;;0,9915;0,9985;99,117;18,173
107;-1,795;13,993;1,795;0;0,99;107,146;-0,047;-1,052;11,731;0;0,998;25,958;-1,794;13,994;1,794;0;0,99;106,982;-0,046;-1,061;11,761;0;0,998;30,412;-1,794;13,987;1,794;0;0,99;107,041;-0,046;-1,061;11,756;0;0,998;31,217;-1,795;14,001;1,795;0;0,99;107,376;-0,046;-1,053;11,74;0;0,998;27,451;;0,99;0,998;107,13625;28,7595
108;-1,808;13,804;1,808;0;0,991;101,982;-0,044;-1,109;11,677;0;0,998;24,095;-1,812;13,842;1,812;0;0,991;101,043;-0,043;-1,12;11,737;0;0,998;23,456;-1,813;13,848;1,813;0;0,991;100,569;-0,043;-1,126;11,757;0;0,998;23,715;-1,813;13,841;1,813;0;0,991;101,371;-0,043;-1,119;11,729;0;0,998;23,69;;0,991;0,998;101,24125;23,739
109;-1,813;14,038;1,813;0;0,992;99,004;-0,042;-1,135;11,974;0;0,998;20,771;-1,807;14,039;1,807;0;0,991;99,695;-0,043;-1,126;11,965;0;0,998;22,396;-1,808;14,046;1,808;0;0,991;100,683;-0,043;-1,118;11,945;0;0,998;22,321;-1,808;14,045;1,808;0;0,991;100,823;-0,043;-1,118;11,944;0;0,998;22,988;;0,99125;0,998;100,05125;22,119
111;-1,809;14,085;1,809;0;0,99;106,735;-0,043;-1,125;12,004;0;0,997;50,434;-1,808;14,083;1,808;0;0,991;104,117;-0,043;-1,12;11,991;0;0,998;39,633;-1,805;14,073;1,805;0;0,991;104,346;-0,042;-1,13;12,018;0;0,997;45,184;-1,81;14,089;1,81;0;0,99;107,63;-0,043;-1,127;12,008;0;0,997;53,444;;0,9905;0,99725;105,707;47,17375
112;-1,794;13,969;1,794;0;0,991;101,082;-0,044;-1,088;11,823;0;0,999;14,658;-1,793;13,98;1,793;0;0,991;100,908;-0,044;-1,09;11,841;0;0,999;15,309;-1,79;13,979;1,79;0;0,991;100,004;-0,043;-1,095;11,866;0;0,999;15,988;-1,788;13,972;1,788;0;0,991;99,703;-0,043;-1,094;11,859;0;0,999;14,158;;0,991;0,999;100,42425;15,02825
113;-1,797;13,918;1,797;0;0,99;108,173;-0,047;-1,048;11,639;0;0,998;28,398;-1,798;13,945;1,798;0;0,99;108,867;-0,047;-1,041;11,639;0;0,998;27,058;-1,797;13,927;1,797;0;0,99;108,542;-0,047;-1,042;11,628;0;0,998;26,586;-1,796;13,899;1,796;0;0,99;107,163;-0,046;-1,058;11,653;0;0,998;28,902;;0,99;0,998;108,18625;27,736
114;-1,81;14,121;1,81;0;0,992;98,523;-0,042;-1,138;12,075;0;0,998;21,814;-1,809;14,125;1,809;0;0,992;98,725;-0,042;-1,134;12,068;0;0,998;20,769;-1,811;14,111;1,811;0;0,992;98,419;-0,042;-1,139;12,066;0;0,998;21,277;-1,811;14,099;1,811;0;0,992;98,503;-0,042;-1,141;12,059;0;0,998;22,84;;0,992;0,998;98,5425;21,675
115;-1,777;14,163;1,777;0;0,989;108,583;-0,048;-1,002;11,805;0;0,999;13,307;-1,774;14,131;1,774;0;0,989;107,758;-0,048;-1,012;11,81;0;0,998;16,557;-1,774;14,114;1,774;0;0,989;107,66;-0,047;-1,019;11,815;0;0,998;21,399;-1,776;14,162;1,776;0;0,989;108,81;-0,048;-1,011;11,834;0;0,998;21,938;;0,989;0,99825;108,20275;18,30025
116;-1,816;14,003;1,816;0;0,992;98,144;-0,042;-1,145;11,96;0;0,998;20,417;-1,815;13,983;1,815;0;0,992;97,641;-0,042;-1,152;11,964;0;0,998;22,588;-1,817;13,973;1,817;0;0,992;97,532;-0,042;-1,153;11,953;0;0,998;21,648;-1,817;13,963;1,817;0;0,992;97,395;-0,041;-1,156;11,952;0;0,998;22,85;;0,992;0,998;97,678;21,87575
117;-1,808;13,837;1,808;0;0,991;104,156;-0,044;-1,099;11,679;0;0,998;29,481;-1,809;13,841;1,809;0;0,991;104,413;-0,045;-1,097;11,676;0;0,998;29,44;-1,809;13,843;1,809;0;0,991;104,405;-0,045;-1,098;11,677;0;0,998;29,308;-1,809;13,845;1,809;0;0,991;104,113;-0,044;-1,098;11,682;0;0,998;28,529;;0,991;0,998;104,27175;29,1895
118;-1,805;13,972;1,805;0;0,991;100,411;-0,044;-1,108;11,852;0;0,999;16,713;-1,803;13,975;1,803;0;0,991;101,058;-0,044;-1,1;11,835;0;0,999;16,16;-1,803;13,973;1,803;0;0,991;101,061;-0,044;-1,101;11,836;0;0,999;16,868;-1,803;13,962;1,803;0;0,991;100,928;-0,044;-1,104;11,833;0;0,998;17,716;;0,991;0,99875;100,8645;16,86425
119;-1,831;13,874;1,831;0;0,991;102,272;-0,044;-1,135;11,758;0;0,998;27,625;-1,821;13,832;1,821;0;0,991;100,573;-0,042;-1,155;11,806;0;0,998;34,553;-1,822;13,84;1,822;0;0,991;100,959;-0,042;-1,15;11,794;0;0,998;33,199;-1,827;13,851;1,827;0;0,991;101,115;-0,043;-1,147;11,783;0;0,998;30,253;;0,991;0,998;101,22975;31,4075
120;-1,812;13,755;1,812;0;0,991;101,15;-0,043;-1,125;11,663;0;0,998;26,391;-1,811;13,758;1,811;0;0,991;101,272;-0,043;-1,12;11,653;0;0,998;24,718;-1,813;13,762;1,813;0;0,991;101,523;-0,044;-1,117;11,645;0;0,998;23,694;-1,815;13,773;1,815;0;0,991;101,949;-0,044;-1,119;11,654;0;0,998;25,416;;0,991;0,998;101,4735;25,05475
122;-1,783;13,858;1,783;0;0,988;112,988;-0,049;-0,995;11,459;0;0,998;32,721;-1,781;13,825;1,781;0;0,988;112,603;-0,049;-1;11,446;0;0,998;34,139;-1,781;13,811;1,781;0;0,988;113,019;-0,049;-0,995;11,418;0;0,998;33,907;-1,78;13,802;1,78;0;0,988;112,645;-0,049;-1,004;11,443;0;0,998;37,659;;0,988;0,998;112,81375;34,6065
123;-1,821;13,916;1,821;0;0,992;94,925;-0,04;-1,188;11,989;0;0,998;26,137;-1,821;13,92;1,821;0;0,992;94,779;-0,04;-1,186;11,988;0;0,998;24,726;-1,82;13,914;1,82;0;0,992;94,695;-0,04;-1,187;11,986;0;0,998;25,065;-1,818;13,898;1,818;0;0,992;93,85;-0,039;-1,194;12,001;0;0,998;26,487;;0,992;0,998;94,56225;25,60375
124;-1,823;13,748;1,823;0;0,992;98,419;-0,041;-1,161;11,734;0;0,998;27,028;-1,825;13,749;1,825;0;0,992;99,676;-0,042;-1,151;11,697;0;0,998;26,361;-1,823;13,727;1,823;0;0,992;98,956;-0,042;-1,157;11,7;0;0,998;27,457;-1,825;13,733;1,825;0;0,992;98,182;-0,041;-1,165;11,725;0;0,998;26,942;;0,992;0,998;98,80825;26,947
125;-1,811;13,626;1,811;0;0,991;102,946;-0,043;-1,117;11,512;0;0,998;31,259;-1,815;13,625;1,815;0;0,991;103,591;-0,044;-1,119;11,507;0;0,998;33,471;-1,824;13,66;1,824;0;0,99;106,383;-0,046;-1,095;11,441;0;0,998;29,964;-1,818;13,63;1,818;0;0,991;104,458;-0,044;-1,108;11,469;0;0,998;30,432;;0,99075;0,998;104,3445;31,2815
126;-1,813;13,98;1,813;0;0,991;101,636;-0,043;-1,128;11,894;0;0,998;29,696;-1,813;14,01;1,813;0;0,991;102,04;-0,043;-1,126;11,918;0;0,998;30,695;-1,815;14,01;1,815;0;0,991;102,307;-0,043;-1,123;11,904;0;0,998;29,606;-1,814;14,015;1,814;0;0,991;102,244;-0,043;-1,125;11,92;0;0,998;31,11;;0,991;0,998;102,05675;30,27675
127;-1,795;13,789;1,795;0;0,99;106,628;-0,045;-1,075;11,6;0;0,998;36,024;-1,799;13,825;1,799;0;0,989;109,31;-0,046;-1,058;11,57;0;0,998;38,175;-1,796;13,819;1,796;0;0,99;108,638;-0,046;-1,067;11,598;0;0,998;40,207;-1,797;13,82;1,797;0;0,99;108,237;-0,046;-1,064;11,589;0;0,998;36,918;;0,98975;0,998;108,20325;37,831
128;-1,809;13,902;1,809;0;0,991;103,25;-0,044;-1,099;11,742;0;0,998;24,409;-1,811;13,891;1,811;0;0,991;102,749;-0,044;-1,112;11,763;0;0,998;27,984;-1,814;13,888;1,814;0;0,991;102,906;-0,044;-1,116;11,765;0;0,998;29,493;-1,811;13,884;1,811;0;0,991;102,687;-0,044;-1,113;11,759;0;0,998;28,016;;0,991;0,998;102,898;27,4755
129;-1,816;14,479;1,816;0;0,992;96,961;-0,042;-1,147;12,444;0;0,999;15,644;-1,816;14,459;1,816;0;0,992;97,474;-0,042;-1,144;12,412;0;0,999;15,894;-1,815;14,44;1,815;0;0,992;97,873;-0,042;-1,138;12,379;0;0,999;15,134;-1,815;14,448;1,815;0;0,992;96,877;-0,042;-1,148;12,419;0;0,999;16,383;;0,992;0,999;97,29625;15,76375
130;-1,832;13,807;1,832;0;0,993;91,034;-0,038;-1,224;11,957;0;0,998;22,315;-1,83;13,796;1,83;0;0,993;90,834;-0,037;-1,237;11,991;0;0,998;28,802;-1,835;13,832;1,835;0;0,993;89,118;-0,037;-1,237;12,013;0;0,998;19,536;-1,834;13,824;1,834;0;0,993;88,545;-0,038;-1,234;11,996;0;0,999;15,132;;0,993;0,99825;89,88275;21,44625
131;-1,824;14,023;1,824;0;0,992;94,738;-0,04;-1,183;12,075;0;0,998;21,574;-1,824;14,025;1,824;0;0,992;94,876;-0,04;-1,183;12,073;0;0,998;21,499;-1,826;14,03;1,826;0;0,992;95,567;-0,041;-1,177;12,055;0;0,998;20,437;-1,826;14,026;1,826;0;0,992;95,338;-0,041;-1,179;12,057;0;0,998;20,454;;0,992;0,998;95,12975;20,991
132;-1,837;14,008;1,837;0;0,993;91,281;-0,039;-1,221;12,133;0;0,999;18,897;-1,837;14,013;1,837;0;0,993;91,291;-0,039;-1,219;12,133;0;0,999;18,054;-1,835;14,005;1,835;0;0,993;91,268;-0,039;-1,218;12,127;0;0,999;18,265;-1,833;13,991;1,833;0;0,993;90,549;-0,038;-1,225;12,139;0;0,998;19,997;;0,993;0,99875;91,09725;18,80325
133;-1,809;14,058;1,809;0;0,991;100,858;-0,043;-1,119;11,958;0;0,998;23,432;-1,809;14,057;1,809;0;0,991;101,188;-0,043;-1,117;11,95;0;0,998;23,751;-1,809;14,07;1,809;0;0,991;102,09;-0,044;-1,11;11,944;0;0,998;24,911;-1,807;14,077;1,807;0;0,991;102,398;-0,044;-1,105;11,939;0;0,998;24,212;;0,991;0,998;101,6335;24,0765
134;-1,825;14,054;1,825;0;0,992;96,384;-0,041;-1,175;12,076;0;0,998;23,866;-1,825;14,071;1,825;0;0,992;95,957;-0,04;-1,179;12,106;0;0,998;24,256;-1,826;14,074;1,826;0;0,992;96,6;-0,041;-1,171;12,083;0;0,998;22,539;-1,824;14,057;1,824;0;0,992;96,121;-0,041;-1,173;12,078;0;0,998;22,465;;0,992;0,998;96,2655;23,2815
