18 - 19;1,791
20 - 24;1,781
25 - 29;1,774
30 - 34;1,781
35 - 39;1,778
40 - 44;1,782
45 - 49;1,782
50 - 54;1,778
55 - 59;1,783
60 - 64;1,77
65 - 69;1,768
70 - 74;1,782
80 - 84;1,771
