18 - 19;1,817
20 - 24;1,815
25 - 29;1,815
30 - 34;1,814
35 - 39;1,811
40 - 44;1,812
45 - 49;1,811
50 - 54;1,813
55 - 59;1,811
60 - 64;1,799
65 - 69;1,812
70 - 74;1,807
75 - 79;1,822
80 - 84;1,815
85 - 92;1,815
