18 - 19;1,954438276
20 - 24;1,952318624
25 - 29;1,948651518
30 - 34;1,953349396
35 - 39;1,953194133
40 - 44;1,939012382
45 - 49;1,880261005
50 - 54;1,919482852
55 - 59;1,929652153
60 - 64;1,891512587
65 - 69;1,904308913
70 - 74;1,916071123
75 - 79;1,898486963
80 - 84;1,991508676
85 - 92;1,898657912
