18 - 19;1,688
20 - 24;1,674
25 - 29;1,664
30 - 34;1,672
35 - 39;1,669
40 - 44;1,674
45 - 49;1,677
50 - 54;1,667
55 - 59;1,672
60 - 64;1,656
65 - 69;1,659
70 - 74;1,669
80 - 84;1,655
