20 - 24;113
18 - 19;8
55 - 59;9
25 - 29;86
45 - 49;22
30 - 34;45
70 - 74;5
35 - 39;24
50 - 54;23
60 - 64;7
40 - 44;20
65 - 69;4
80 - 84;2
