30 - 34;1,810
20 - 24;1,811
18 - 19;1,819
55 - 59;1,809
25 - 29;1,805
50 - 54;1,808
45 - 49;1,812
70 - 74;1,808
35 - 39;1,807
60 - 64;1,800
65 - 69;1,803
40 - 44;1,811
80 - 84;1,799
